Region,Model,Memory Mode,Strategy,Total Score,Accuracy,Completed At,Type_定位与定向,Type_空间距离估算,Type_邻近关系判断,Type_POI密度识别,Type_路径规划
武汉黄鹤楼,gemini,context,Direct,20,83.33%,2025-12-25T20:33:40.322345,100.00%,100.00%,100.00%,25.00%,75.00%
武汉黄鹤楼,gemini,graph,Direct,16,66.67%,2025-12-25T20:49:41.024597,75.00%,100.00%,50.00%,25.00%,75.00%
武汉黄鹤楼,gemini,map,Direct,18,75.00%,2025-12-25T21:05:06.748161,87.50%,75.00%,75.00%,25.00%,100.00%
武汉黄鹤楼,openai,context,Direct,14,58.33%,2025-12-25T21:06:21.231471,62.50%,75.00%,50.00%,75.00%,25.00%
武汉黄鹤楼,openai,graph,Direct,13,54.17%,2025-12-25T21:07:30.305059,37.50%,75.00%,50.00%,25.00%,100.00%
武汉黄鹤楼,openai,map,  Direct,13,54.17%,2025-12-25T21:08:35.980579,50.00%,50.00%,50.00%,25.00%,100.00%
武汉黄鹤楼,qwen,context,Direct,12,50.00%,2025-12-25T21:09:37.303888,25.00%,75.00%,50.00%,25.00%,100.00%
武汉黄鹤楼,qwen,graph,Direct,12,50.00%,2025-12-25T21:10:33.552351,37.50%,50.00%,50.00%,50.00%,75.00%
武汉黄鹤楼,qwen,map,Direct,12,50.00%,2025-12-25T21:11:24.287484,25.00%,75.00%,50.00%,50.00%,75.00%
洛杉矶好莱坞,claude,context,Direct,16,66.67%,2025-12-25T21:13:15.596062,50.00%,75.00%,100.00%,25.00%,100.00%
洛杉矶好莱坞,claude,graph,Direct,16,66.67%,2025-12-25T21:17:02.368508,62.50%,75.00%,75.00%,25.00%,100.00%
洛杉矶好莱坞,claude,map,Direct,15,62.50%,2025-12-25T21:19:50.286399,50.00%,100.00%,100.00%,0.00%,75.00%
洛杉矶好莱坞,deepseek,context,Direct,11,45.83%,2025-12-25T21:20:58.328462,50.00%,25.00%,75.00%,0.00%,75.00%
洛杉矶好莱坞,deepseek,graph,Direct,8,33.33%,2025-12-25T21:22:05.772078,12.50%,25.00%,75.00%,0.00%,75.00%
洛杉矶好莱坞,deepseek,map,Direct,12,50.00%,2025-12-25T21:23:18.210883,62.50%,25.00%,75.00%,0.00%,75.00%
洛杉矶好莱坞,gemini,context,Direct,19,79.17%,2025-12-25T21:31:31.323279,100.00%,100.00%,100.00%,0.00%,75.00%
洛杉矶好莱坞,gemini,graph,Direct,18,75.00%,2025-12-25T21:42:17.938641,87.50%,100.00%,100.00%,0.00%,75.00%
洛杉矶好莱坞,gemini,map,Direct,20,83.33%,2025-12-25T21:59:16.865981,100.00%,100.00%,75.00%,25.00%,100.00%
洛杉矶好莱坞,openai,context,Direct,21,87.50%,2025-12-25T22:00:32.117803,87.50%,100.00%,100.00%,75.00%,75.00%
洛杉矶好莱坞,openai,graph,Direct,5,20.83%,2025-12-25T22:01:40.822610,25.00%,0.00%,0.00%,75.00%,0.00%
洛杉矶好莱坞,openai,map,Direct,16,66.67%,2025-12-25T22:02:49.965261,62.50%,50.00%,75.00%,50.00%,100.00%
洛杉矶好莱坞,qwen,context,Direct,12,50.00%,2025-12-25T22:03:37.372310,12.50%,75.00%,100.00%,0.00%,100.00%
洛杉矶好莱坞,qwen,graph,Direct,11,45.83%,2025-12-25T22:04:18.390562,25.00%,75.00%,75.00%,0.00%,75.00%
洛杉矶好莱坞,qwen,map,Direct,11,45.83%,2025-12-25T22:05:00.805757,25.00%,50.00%,75.00%,25.00%,75.00%
纽约时代广场,claude,context,Direct,17,70.83%,2025-12-25T22:07:17.750482,50.00%,75.00%,75.00%,75.00%,100.00%
纽约时代广场,claude,graph,Direct,17,70.83%,2025-12-25T22:13:00.327064,87.50%,75.00%,50.00%,25.00%,100.00%
纽约时代广场,claude,map,Direct,14,58.33%,2025-12-25T22:15:44.510607,62.50%,50.00%,50.00%,25.00%,100.00%
纽约时代广场,deepseek,context,Direct,17,70.83%,2025-12-25T22:16:50.926117,62.50%,75.00%,50.00%,75.00%,100.00%
纽约时代广场,deepseek,graph,Direct,14,58.33%,2025-12-25T22:17:55.459190,50.00%,50.00%,75.00%,25.00%,100.00%
纽约时代广场,deepseek,map,Direct,13,54.17%,2025-12-25T22:19:03.539043,50.00%,25.00%,75.00%,25.00%,100.00%
纽约时代广场,gemini,context,Direct,17,70.83%,2025-12-25T22:30:46.961964,50.00%,75.00%,75.00%,75.00%,100.00%
纽约时代广场,gemini,graph,Direct,19,79.17%,2025-12-25T22:47:20.713066,87.50%,75.00%,50.00%,75.00%,100.00%
纽约时代广场,gemini,map,Direct,16,66.67%,2025-12-25T23:04:24.851959,75.00%,25.00%,50.00%,75.00%,100.00%
纽约时代广场,openai,context,Direct,17,70.83%,2025-12-25T23:05:32.043711,50.00%,75.00%,75.00%,75.00%,100.00%
纽约时代广场,openai,graph,Direct,13,54.17%,2025-12-25T23:06:38.793014,25.00%,50.00%,75.00%,50.00%,100.00%
纽约时代广场,openai,map,Direct,11,45.83%,2025-12-25T23:07:43.651904,25.00%,25.00%,50.00%,50.00%,100.00%
纽约时代广场,qwen,context,Direct,17,70.83%,2025-12-25T23:08:31.669668,50.00%,75.00%,75.00%,75.00%,100.00%
纽约时代广场,qwen,graph,Direct,14,58.33%,2025-12-25T23:09:12.239384,37.50%,50.00%,50.00%,75.00%,100.00%
纽约时代广场,qwen,map,Direct,15,62.50%,2025-12-25T23:09:54.343043,50.00%,25.00%,75.00%,75.00%,100.00%
维也纳美泉宫,claude,context,Direct,19,79.17%,2025-12-25T23:11:50.468828,75.00%,100.00%,75.00%,50.00%,100.00%
维也纳美泉宫,claude,graph,Direct,15,62.50%,2025-12-25T23:16:13.684630,50.00%,100.00%,75.00%,0.00%,100.00%
维也纳美泉宫,claude,map,Direct,19,79.17%,2025-12-25T23:18:43.832017,100.00%,50.00%,100.00%,25.00%,100.00%
维也纳美泉宫,deepseek,context,Direct,13,54.17%,2025-12-25T23:20:02.724620,50.00%,100.00%,75.00%,25.00%,25.00%
维也纳美泉宫,deepseek,graph,Direct,16,66.67%,2025-12-25T23:21:11.210372,100.00%,50.00%,75.00%,0.00%,75.00%
维也纳美泉宫,deepseek,map,Direct,17,70.83%,2025-12-25T23:22:26.742467,75.00%,100.00%,75.00%,0.00%,100.00%
维也纳美泉宫,gemini,context,Direct,22,91.67%,2025-12-25T23:34:32.953339,100.00%,100.00%,100.00%,50.00%,100.00%
维也纳美泉宫,gemini,graph,Direct,21,87.50%,2025-12-25T23:57:09.965508,100.00%,75.00%,75.00%,75.00%,100.00%
